onet_soc_code,rank,soc_code,occupation_title,occupation_description,interest_score,skill_score,education_score,job_zone_score,labor_market_score,overall_score,profile_name,weight_interest,weight_skill,weight_education,weight_job_zone,weight_labor_market,model,why
29-1141.01,8,29-1141,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",0.9687869365893382,0.4410541730582868,1.0,1.0,0.9070549277469862,0.8090105720563354,Healthcare,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.97); Education fit (1.00)."
29-1215.00,9,29-1215,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",0.9805187319884263,0.4843703216081981,1.0,1.0,0.7668604878983276,0.8044957892637363,Healthcare,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.98); Education fit (1.00)."
29-1229.05,10,29-1229,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",0.9574654236771442,0.4424832803650227,1.0,1.0,0.8960350641547551,0.8043898708358632,Healthcare,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.96); Education fit (1.00)."
11-9199.10,1,11-9199,Wind Energy Development Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",0.9719031400952605,0.41089014567628057,1.0,1.0,0.9309088868473923,0.8044743187585711,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.97); Education fit (1.00)."
11-9111.00,2,11-9111,Medical and Health Services Managers,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",0.9873047139269213,0.4082025518387914,1.0,1.0,0.9038453909828741,0.804228988377145,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.99); Education fit (1.00)."
11-2022.00,3,11-2022,Sales Managers,"Plan, direct, or coordinate the actual distribution or movement of a product or service to the customer. Coordinate sales distribution by establishing sales territories, quotas, and goals and establish training programs for sales representatives. Analyze sales statistics gathered by staff to determine sales potential and inventory requirements and monitor the preferences of customers.",0.9484210630569962,0.42742899125535105,1.0,1.0,0.9385700622753205,0.8035405256350022,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.95); Education fit (1.00)."
11-3031.00,4,11-3031,Financial Managers,"Plan, direct, or coordinate accounting, investing, banking, insurance, securities, and other financial activities of a branch, office, or department of an establishment.",0.9674067849652171,0.3967239612087889,1.0,1.0,0.9520062057625351,0.8020401547165821,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.97); Education fit (1.00)."
41-4011.00,5,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education.",0.9835205555266726,0.4418714009054159,1.0,1.0,0.8221837748432475,0.8009451531561136,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.98); Education fit (1.00)."
11-1021.00,6,11-1021,General and Operations Managers,"Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.",0.9728914434470897,0.40794982230439814,1.0,1.0,0.9033080468344467,0.7997485867506132,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.97); Education fit (1.00)."
11-3121.00,7,11-3121,Human Resources Managers,"Plan, direct, or coordinate human resources activities and staff of an organization.",0.9660477636548058,0.40292602885214956,1.0,1.0,0.8763723863885394,0.7921479957103674,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.97); Education fit (1.00)."
11-9199.08,8,11-9199,Loss Prevention Managers,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",0.9604509074043874,0.376027086235921,1.0,1.0,0.9309088868473923,0.7905797311192014,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.96); Education fit (1.00)."
15-1299.09,9,15-1299,Information Technology Project Managers,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",0.9849511372638381,0.37561621131959344,1.0,1.0,0.8772334311026355,0.7897552192404247,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.98); Education fit (1.00)."
11-9199.02,10,11-9199,Compliance Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",0.9629038621178201,0.36989945754377235,1.0,1.0,0.9309088868473923,0.7894773289255865,Business,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Enterprising interest, 0.96); Education fit (1.00)."
47-2073.00,1,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",0.9647258566259939,0.5103815785407981,1.0,1.0,0.6901898349919283,0.7960607057988268,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.96); Skills (Operation and control, 0.51)."
53-3032.00,2,53-3032,Heavy and Tractor-Trailer Truck Drivers,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",0.9692355130998175,0.4818520822512522,1.0,1.0,0.7256441477985459,0.7941729007751028,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.97); Education fit (1.00)."
49-9051.00,3,49-9051,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,0.9800713136571956,0.45954897551813606,1.0,1.0,0.7093257207764847,0.7882849448690721,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.98); Education fit (1.00)."
49-9052.00,4,49-9052,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",0.989039419061863,0.4405738384559768,1.0,1.0,0.6070796391679014,0.7699459231305371,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.99); Education fit (1.00)."
51-4121.00,5,51-4121,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",0.9671950179809234,0.43584481619219473,1.0,1.0,0.6423897894210809,0.7672704186650975,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.97); Education fit (1.00)."
53-7051.00,6,53-7051,Industrial Truck and Tractor Operators,"Operate industrial trucks or tractors equipped to move materials around a warehouse, storage yard, factory, construction site, or similar location.",0.9598258192788924,0.4510952758142074,1.0,1.0,0.6134917283106712,0.7653000877745306,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.96); Education fit (1.00)."
49-3043.00,7,49-3043,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",0.9709456912363926,0.5420420669948723,1.0,1.0,0.4051891746500309,0.7646747036668841,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.97); Skills (Repairing, 0.54)."
47-4051.00,8,47-4051,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",0.9776795244328078,0.4568723065970487,1.0,1.0,0.5350815703655971,0.7606277848637965,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.98); Education fit (1.00)."
51-9124.00,9,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",0.9393531483057818,0.5035329954214943,1.0,1.0,0.5171647773148128,0.7604405597154047,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.94); Skills (Operation and control, 0.50)."
49-3021.00,10,49-3021,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,0.9559023472756352,0.46571773157707674,1.0,1.0,0.553725948920982,0.7595449159939609,Skilled Trades,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Realistic interest, 0.96); Education fit (1.00)."
27-3043.05,1,27-3043,"Poets, Lyricists and Creative Writers","Create original written works, such as scripts, essays, prose, poetry or song lyrics, for publication or performance.",0.9568527702775596,0.5276284548133622,1.0,1.0,0.5647859621471706,0.780062261849352,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.96); Skills (Writing, 0.53)."
15-1255.01,2,15-1255,Video Game Designers,"Design core features of video games. Specify innovative game and role-play mechanics, story lines, and character biographies. Create and maintain design documentation. Guide and collaborate with production staff to produce games as designed.",0.9347746979541844,0.40434523257825894,1.0,1.0,0.7518657561204987,0.7645158425778077,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.93); Education fit (1.00)."
27-3043.00,3,27-3043,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",0.9547223750930673,0.477423349870971,1.0,1.0,0.5647859621471706,0.764361611811287,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.95); Education fit (1.00)."
27-1011.00,4,27-1011,Art Directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design.",0.9707017424898963,0.36951736007865216,1.0,1.0,0.7144297040652389,0.7592301863803503,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.97); Education fit (1.00)."
27-2012.00,5,27-2012,Producers and Directors,"Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.",0.9516571879919486,0.3823954482575571,1.0,1.0,0.7141239512537063,0.7573343835629076,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.95); Education fit (1.00)."
27-1024.00,6,27-1024,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",0.9454931158708298,0.4318080720537192,1.0,1.0,0.591483113388686,0.7519128233856676,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.95); Education fit (1.00)."
27-2012.04,7,27-2012,Talent Directors,"Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.",0.9243134412811272,0.3754044906596217,1.0,1.0,0.7141239512537063,0.7470339722702806,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.92); Education fit (1.00)."
27-3031.00,8,27-3031,Public Relations Specialists,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",0.8980199484979161,0.40702463583024057,1.0,1.0,0.681966570735679,0.7438083609087989,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.90); Education fit (1.00)."
27-1014.00,9,27-1014,Special Effects Artists and Animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials.",0.9393860880606535,0.3949391218462836,1.0,1.0,0.5962480244166859,0.7397347666345839,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.94); Education fit (1.00)."
27-3041.00,10,27-3041,Editors,"Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",0.8980517339127209,0.4127493320810033,1.0,1.0,0.6202702467356616,0.7362808568084664,Creative Careers,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Artistic interest, 0.90); Education fit (1.00)."
25-2021.00,1,25-2021,"Elementary School Teachers, Except Special Education",Teach academic and social skills to students at the elementary school level.,0.9448193587617854,0.5213028799671859,1.0,1.0,0.8343769223257552,0.8149932099675546,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.94); Skills (Instructing, 0.52)."
13-1151.00,2,13-1151,Training and Development Specialists,Design or conduct work-related training and development programs to improve individual skills or organizational performance. May analyze organizational training needs or evaluate training effectiveness.,0.9765240051768006,0.4982076010236941,1.0,1.0,0.7956589102928124,0.8117683184040703,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.98); Education fit (1.00)."
25-2031.00,3,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Teach one or more subjects to students at the secondary school level.,0.9482298967087553,0.4909816087585067,1.0,1.0,0.8445927328389373,0.8084523615660192,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.95); Education fit (1.00)."
21-1021.00,4,21-1021,"Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",0.9838482339140114,0.493910167510922,1.0,1.0,0.738248039344352,0.8040647263291328,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.98); Education fit (1.00)."
29-1141.00,5,29-1141,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",0.8945365224553289,0.48317666059316555,1.0,1.0,0.9276981601029511,0.8024686789299909,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.89); Education fit (1.00)."
21-1093.00,6,21-1093,Social and Human Service Assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",0.9818460025472675,0.5061255194978527,1.0,1.0,0.692861247965328,0.8003206438083352,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.98); Skills (Active listening, 0.51)."
25-2022.00,7,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","Teach one or more subjects to students at the middle, intermediate, or junior high school level.",0.9411791327524865,0.49466050153329577,1.0,1.0,0.7964777549785321,0.8002235535325145,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.94); Education fit (1.00)."
25-3031.00,8,25-3031,"Substitute Teachers, Short-Term","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan.",0.9459835687341953,0.5361361637546738,1.0,1.0,0.6871167399469944,0.7977034307387099,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.95); Skills (Active listening, 0.54)."
29-2099.08,9,29-2099,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",0.988971810530902,0.5118556212654826,1.0,1.0,0.6293291009253288,0.7946475946777146,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.99); Skills (Active listening, 0.51)."
25-2011.00,10,25-2011,"Preschool Teachers, Except Special Education","Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth.",0.9218362239627723,0.5454464835245941,1.0,1.0,0.6681660677977277,0.7904097224158692,Social Services,0.3,0.3,0.15,0.1,0.15,weighted,"Strongest fit: Interests (Social interest, 0.92); Skills (Instructing, 0.55)."
