onet_soc_code,rank,soc_code,occupation_title,occupation_description,knn_similarity,cosine_distance,interest_score,skill_score,education_score,job_zone_score,labor_market_score,profile_name,weight_interest,weight_skill,weight_education,weight_job_zone,weight_labor_market,model,distance_metric,why
13-1082.00,10,13-1082,Project Management Specialists,"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer.",0.8917135124531145,0.12143640982739856,0.9792121551511053,0.3306542134190783,1.0,1.0,0.8731742030302194,Business,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Enterprising interest, 0.98); Education fit (1.00)."
47-2073.00,1,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",0.8648792886575222,0.15623071695035518,0.9647258566259939,0.5103815785407981,1.0,1.0,0.6901898349919283,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.96); Skills (Operation and control, 0.51)."
53-3032.00,2,53-3032,Heavy and Tractor-Trailer Truck Drivers,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",0.8624642701183515,0.15946832193149896,0.9692355130998175,0.4818520822512522,1.0,1.0,0.7256441477985459,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.97); Education fit (1.00)."
51-4121.00,3,51-4121,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",0.8620651729614375,0.16000510328554085,0.9671950179809234,0.43584481619219473,1.0,1.0,0.6423897894210809,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.97); Education fit (1.00)."
49-9051.00,4,49-9051,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,0.8587655647208082,0.16446215484328153,0.9800713136571956,0.45954897551813606,1.0,1.0,0.7093257207764847,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.98); Education fit (1.00)."
49-9052.00,5,49-9052,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",0.854839826564422,0.16980979234317217,0.989039419061863,0.4405738384559768,1.0,1.0,0.6070796391679014,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.99); Education fit (1.00)."
53-7081.00,6,53-7081,Refuse and Recyclable Material Collectors,Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,0.8528662528515136,0.17251678871869114,0.9657187381274269,0.4532037402264919,1.0,1.0,0.5204916426839197,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.97); Education fit (1.00)."
49-9041.00,7,49-9041,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",0.8480394802741358,0.17919038353820715,0.9573758136920337,0.555821836282729,0.6666666666666667,0.6666666666666667,0.7167133259897509,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.96); Skills (Operation and control, 0.56)."
49-3031.00,8,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",0.8457851167663256,0.1823334085414996,0.9700730464221574,0.5322332541787873,0.6666666666666667,0.6666666666666667,0.6561362694117538,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.97); Skills (Repairing, 0.53)."
47-4051.00,9,47-4051,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",0.8416078049918926,0.1882019083813431,0.9776795244328078,0.4568723065970487,1.0,1.0,0.5350815703655971,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.98); Education fit (1.00)."
53-7051.00,10,53-7051,Industrial Truck and Tractor Operators,"Operate industrial trucks or tractors equipped to move materials around a warehouse, storage yard, factory, construction site, or similar location.",0.8404104864360155,0.18989471947305936,0.9598258192788924,0.4510952758142074,1.0,1.0,0.6134917283106712,Skilled Trades,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Realistic interest, 0.96); Education fit (1.00)."
27-3043.05,1,27-3043,"Poets, Lyricists and Creative Writers","Create original written works, such as scripts, essays, prose, poetry or song lyrics, for publication or performance.",0.8924558328396192,0.1205036296510007,0.9568527702775596,0.5276284548133622,1.0,1.0,0.5647859621471706,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.96); Skills (Writing, 0.53)."
27-1011.00,2,27-1011,Art Directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design.",0.8864221996851074,0.12813059099291502,0.9707017424898963,0.36951736007865216,1.0,1.0,0.7144297040652389,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.97); Education fit (1.00)."
27-2012.04,3,27-2012,Talent Directors,"Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.",0.8855725920710891,0.1292129058119329,0.9243134412811272,0.3754044906596217,1.0,1.0,0.7141239512537063,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.92); Education fit (1.00)."
25-1121.00,4,25-1121,"Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",0.8821255960967146,0.13362542071657768,0.8807920753866207,0.4577339624246303,0.0,0.0,0.6322908276333492,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.88); Skills (Speaking, 0.46)."
27-1024.00,5,27-1024,Graphic Designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",0.8787224697008019,0.1380157381664453,0.9454931158708298,0.4318080720537192,1.0,1.0,0.591483113388686,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.95); Education fit (1.00)."
27-3043.00,6,27-3043,Writers and Authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",0.878133748765024,0.13877868992777498,0.9547223750930673,0.477423349870971,1.0,1.0,0.5647859621471706,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.95); Education fit (1.00)."
27-3041.00,7,27-3041,Editors,"Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",0.8745922845852043,0.1433899173650648,0.8980517339127209,0.4127493320810033,1.0,1.0,0.6202702467356616,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.90); Education fit (1.00)."
27-2041.00,8,27-2041,Music Directors and Composers,"Conduct, direct, plan, and lead instrumental or vocal performances by musical artists or groups, such as orchestras, bands, choirs, and glee clubs; or create original works of music.",0.8744830178757851,0.14353278400889857,0.9847620442977781,0.40083802624245707,0.0,1.0,0.41989885884212313,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.98); Skills (Speaking, 0.40)."
27-3031.00,9,27-3031,Public Relations Specialists,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",0.8711681726289957,0.14788399234354244,0.8980199484979161,0.40702463583024057,1.0,1.0,0.681966570735679,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.90); Education fit (1.00)."
27-1014.00,10,27-1014,Special Effects Artists and Animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials.",0.8705589939589479,0.14868723077847612,0.9393860880606535,0.3949391218462836,1.0,1.0,0.5962480244166859,Creative Careers,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Artistic interest, 0.94); Education fit (1.00)."
21-1012.00,1,21-1012,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,0.9124215953130468,0.0959845811813621,0.9930747361294888,0.5265267169343021,0.0,0.0,0.747122847850385,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.99); Skills (Active listening, 0.53)."
29-1141.04,2,29-1141,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",0.9053591530096173,0.10453403676957962,0.9712230940065998,0.46211270922684744,0.0,0.0,0.9276981601029511,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.97); Labor-market opportunity (76% wage percentile)."
25-9031.00,3,25-9031,Instructional Coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",0.9023849094327034,0.10817456004296844,0.9823617947062596,0.4831218710992147,0.0,0.0,0.7437541711942071,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.98); Skills (Instructing, 0.48)."
25-2031.00,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Teach one or more subjects to students at the secondary school level.,0.9020722822635036,0.10855861515972276,0.9482298967087553,0.4909816087585067,1.0,1.0,0.8445927328389373,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.95); Education fit (1.00)."
25-1011.00,5,25-1011,"Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",0.900565323887861,0.11041361850672438,0.9800277550120994,0.4619577332376378,0.0,0.0,0.6460208750971076,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.98); Skills (Instructing, 0.46)."
25-2021.00,6,25-2021,"Elementary School Teachers, Except Special Education",Teach academic and social skills to students at the elementary school level.,0.9001951995110429,0.11087017631638996,0.9448193587617854,0.5213028799671859,1.0,1.0,0.8343769223257552,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.94); Skills (Instructing, 0.52)."
25-9044.00,7,25-9044,"Teaching Assistants, Postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers.",0.8988459810960763,0.11253765498353108,0.9615222489693291,0.5102873565871416,0.0,0.0,0.5698561905964411,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.96); Skills (Active listening, 0.51)."
25-3021.00,8,25-3021,Self-Enrichment Teachers,"Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness.",0.8987883935124832,0.11260893800817773,0.9400431040571585,0.5147747373840856,1.0,1.0,0.6610849116748655,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.94); Skills (Active listening, 0.51)."
21-1093.00,9,21-1093,Social and Human Service Assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",0.8986751234106546,0.11274917258730488,0.9818460025472675,0.5061255194978527,1.0,1.0,0.692861247965328,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.98); Skills (Active listening, 0.51)."
29-1141.02,10,29-1141,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",0.89776721914194,0.11387448625688412,0.9110321644973574,0.48844673064580374,0.0,0.0,0.9276981601029511,Social Services,0.3,0.3,0.15,0.1,0.15,knn_cosine,cosine,"Strongest fit: Interests (Social interest, 0.91); Skills (Active listening, 0.49)."
